t	FBP	Ca_c	NADH_m	Ca_m	deltaPsi	ATP_m	J_o
3.03068	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0307	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03072	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03073	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03075	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03077	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03078	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0308	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03082	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03083	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03085	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03087	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03088	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0309	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03092	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03093	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03095	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03097	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03098	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.031	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03102	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03103	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03105	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03107	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03108	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0311	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03112	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03113	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03115	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03117	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03118	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0312	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03122	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03123	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03125	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03127	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03128	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0313	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03132	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03133	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03135	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03137	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03138	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0314	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03142	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03143	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03145	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03147	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03148	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0315	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03152	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03153	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03155	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03157	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03158	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0316	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03162	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03163	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03165	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03167	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03168	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0317	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03172	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03173	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03175	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03177	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03178	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0318	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03182	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03183	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03185	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03187	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03188	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0319	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03192	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03193	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03195	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03197	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03198	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.032	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03202	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03203	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03205	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03207	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03208	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0321	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03212	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03213	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03215	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03217	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03218	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0322	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03222	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03223	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03225	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03227	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03228	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0323	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03232	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03233	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03235	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03237	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03238	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0324	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03242	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03243	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03245	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03247	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03248	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0325	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03252	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03253	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03255	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03257	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03258	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0326	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03262	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03263	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03265	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03267	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03268	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0327	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03272	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03273	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03275	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03277	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03278	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0328	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03282	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03283	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03285	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03287	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03288	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0329	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03292	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03293	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03295	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03297	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03298	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.033	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03302	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03303	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03305	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03307	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03308	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0331	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03312	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03313	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03315	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03317	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03318	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0332	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03322	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03323	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03325	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03327	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03328	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0333	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03332	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03333	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03335	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03337	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03338	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0334	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03342	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03343	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03345	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03347	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03348	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0335	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03352	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03353	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03355	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03357	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03358	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0336	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03362	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03363	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03365	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03367	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03368	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0337	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03372	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03373	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03375	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03377	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03378	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0338	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03382	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03383	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03385	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03387	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03388	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0339	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03392	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03393	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03395	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03397	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03398	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.034	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03402	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03403	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03405	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03407	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03408	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0341	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03412	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03413	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03415	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03417	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03418	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0342	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03422	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03423	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03425	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03427	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03428	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0343	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03432	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03433	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03435	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03437	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03438	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0344	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03442	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03443	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03445	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03447	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03448	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0345	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03452	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03453	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03455	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03457	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03458	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0346	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03462	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03463	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03465	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03467	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03468	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0347	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03472	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03473	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03475	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03477	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03478	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0348	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03482	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03483	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03485	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03487	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03488	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0349	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03492	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03493	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03495	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03497	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03498	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.035	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03502	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03503	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03505	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03507	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03508	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0351	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03512	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03513	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03515	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03517	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03518	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0352	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03522	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03523	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03525	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03527	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03528	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0353	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03532	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03533	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03535	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03537	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03538	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0354	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03542	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03543	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03545	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03547	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03548	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0355	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03552	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03553	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03555	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03557	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03558	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0356	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03562	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03563	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03565	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03567	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03568	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0357	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03572	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03573	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03575	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03577	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03578	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0358	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03582	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03583	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03585	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03587	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03588	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0359	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03592	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03593	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03595	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03597	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03598	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.036	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03602	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03603	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03605	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03607	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03608	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0361	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03612	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03613	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03615	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03617	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03618	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0362	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03622	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03623	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03625	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03627	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03628	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0363	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03632	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03633	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03635	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03637	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03638	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0364	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03642	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03643	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03645	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03647	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03648	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0365	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03652	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03653	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03655	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03657	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03658	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0366	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03662	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03663	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03665	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03667	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03668	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0367	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03672	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03673	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03675	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03677	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03678	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0368	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03682	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03683	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03685	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03687	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03688	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0369	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03692	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03693	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03695	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03697	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03698	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.037	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03702	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03703	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03705	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03707	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03708	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.0371	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
3.03712	15	0.1	1663.54	0.0392873	165.467	4399.47	0.514716
